postcode,provincie,stad
7502,Overijssel,Enschede
7503,Overijssel,Enschede
7504,Overijssel,Enschede
7511,Overijssel,Enschede
7512,Overijssel,Enschede
7513,Overijssel,Enschede
7514,Overijssel,Enschede
7521,Overijssel,Enschede
7522,Overijssel,Enschede
7523,Overijssel,Enschede
7524,Overijssel,Enschede
7525,Overijssel,Enschede
7531,Overijssel,Enschede
7532,Overijssel,Enschede
7533,Overijssel,Enschede
7534,Overijssel,Enschede
7535,Overijssel,Enschede
7536,Overijssel,Enschede
7541,Overijssel,Enschede
7542,Overijssel,Enschede
7543,Overijssel,Enschede
7544,Overijssel,Enschede
7545,Overijssel,Enschede
7546,Overijssel,Enschede
7547,Overijssel,Enschede
7548,Overijssel,Enschede
7550,Overijssel,Hengelo (OV)
7551,Overijssel,Hengelo (OV)
7552,Overijssel,Hengelo (OV)
7553,Overijssel,Hengelo (OV)
7554,Overijssel,Hengelo (OV)
7555,Overijssel,Hengelo (OV)
7556,Overijssel,Hengelo (OV)
7557,Overijssel,Hengelo (OV)
7558,Overijssel,Hengelo (OV)
7559,Overijssel,Hengelo (OV)
7560,Overijssel,Deurningen
7561,Overijssel,Deurningen
7562,Overijssel,Deurningen
7570,Overijssel,Oldenzaal
7571,Overijssel,Oldenzaal
7572,Overijssel,Oldenzaal
7573,Overijssel,Oldenzaal
7574,Overijssel,Oldenzaal
7575,Overijssel,Oldenzaal
7576,Overijssel,Oldenzaal
7577,Overijssel,Oldenzaal
7580,Overijssel,Losser
7581,Overijssel,Losser
7582,Overijssel,Losser
7585,Overijssel,Glane
7586,Overijssel,Overdinkel
7587,Overijssel,De Lutte
7588,Overijssel,Beuningen (OV)
7590,Overijssel,Denekamp
7591,Overijssel,Denekamp
7595,Overijssel,Weerselo
7596,Overijssel,Rossum (OV)
7597,Overijssel,Saasveld
7600,Overijssel,Almelo
7601,Overijssel,Almelo
7602,Overijssel,Almelo
7603,Overijssel,Almelo
7604,Overijssel,Almelo
7605,Overijssel,Almelo
7606,Overijssel,Almelo
7607,Overijssel,Almelo
7608,Overijssel,Almelo
7609,Overijssel,Almelo
7610,Overijssel,Aadorp
7611,Overijssel,Aadorp
7614,Overijssel,Mariaparochie
7615,Overijssel,Harbrinkhoek
7620,Overijssel,Borne
7621,Overijssel,Borne
7622,Overijssel,Borne
7623,Overijssel,Borne
7625,Overijssel,Zenderen
7626,Overijssel,Hertme
7627,Overijssel,Bornerbroek
7630,Overijssel,Ootmarsum
7631,Overijssel,Ootmarsum
7634,Overijssel,Tilligte
7635,Overijssel,Lattrop Breklenkamp
7636,Overijssel,Agelo
7637,Overijssel,Oud Ootmarsum
7638,Overijssel,Nutter
7640,Overijssel,Wierden
7641,Overijssel,Wierden
7642,Overijssel,Wierden
7645,Overijssel,Hoge Hexel
7650,Overijssel,Tubbergen
7651,Overijssel,Tubbergen
7660,Overijssel,Vasse
7661,Overijssel,Vasse
7662,Overijssel,Hezingen
7663,Overijssel,Mander
7664,Overijssel,Manderveen
7665,Overijssel,Albergen
7666,Overijssel,Fleringen
7667,Overijssel,Reutum
7668,Overijssel,Haarle Gemeente Tubbergen
7670,Overijssel,Vriezenveen
7671,Overijssel,Vriezenveen
7672,Overijssel,Vriezenveen
7675,Overijssel,Bruinehaar
7676,Overijssel,Westerhaar Vriezenveensche Wijk
7678,Overijssel,Geesteren (OV)
7679,Overijssel,Langeveen
7680,Overijssel,Vroomshoop
7681,Overijssel,Vroomshoop
7683,Overijssel,Den Ham (OV)
7685,Overijssel,Beerzerveld
7687,Overijssel,Daarlerveen
7688,Overijssel,Daarle
7690,Overijssel,Bergentheim
7691,Overijssel,Bergentheim
7692,Overijssel,Marienberg
7693,Overijssel,Sibculo
7694,Overijssel,Kloosterhaar
7695,Overijssel,Bruchterveld
7696,Overijssel,Brucht
7700,Overijssel,Dedemsvaart
7701,Overijssel,Dedemsvaart
7702,Overijssel,Dedemsvaart
7705,Drenthe,Drogteropslagen
7707,Overijssel,Balkbrug
7710,Overijssel,Nieuwleusen
7711,Overijssel,Nieuwleusen
7715,Overijssel,Punthorst
7720,Overijssel,Dalfsen
7721,Overijssel,Dalfsen
7722,Overijssel,Dalfsen
7730,Overijssel,Ommen
7731,Overijssel,Ommen
7734,Overijssel,Vilsteren
7735,Overijssel,Arrien
7736,Overijssel,Beerze
7737,Overijssel,Stegeren
7738,Overijssel,Witharen
7739,Overijssel,Vinkenbuurt
7740,Drenthe,Coevorden
7741,Drenthe,Coevorden
7742,Drenthe,Coevorden
7750,Drenthe,Dalen
7751,Drenthe,Dalen
7753,Drenthe,Dalerpeel
7754,Drenthe,Wachtum
7755,Drenthe,Dalerveen
7756,Drenthe,Stieltjeskanaal
7760,Drenthe,Schoonebeek
7761,Drenthe,Schoonebeek
7764,Drenthe,Zandpol
7765,Drenthe,Weiteveen
7766,Drenthe,Nieuw Schoonebeek
7770,Overijssel,Hardenberg
7771,Overijssel,Hardenberg
7772,Overijssel,Hardenberg
7773,Overijssel,Hardenberg
7775,Overijssel,Lutten
7776,Overijssel,Slagharen
7777,Overijssel,Schuinesloot
7778,Overijssel,Loozen
7779,Overijssel,Holthone
7780,Overijssel,De Krim
7781,Overijssel,De Krim
7782,Overijssel,De Krim
7783,Overijssel,Gramsbergen
7784,Overijssel,Ane
7785,Overijssel,Anevelde
7786,Overijssel,Den Velde
7787,Overijssel,Holtheme
7788,Overijssel,Anerveen
7791,Overijssel,Radewijk
7792,Overijssel,Venebrugge
7793,Overijssel,Hoogenweg
7794,Overijssel,Rheeze
7795,Overijssel,Diffelen
7796,Overijssel,Heemserveen
7797,Overijssel,Rheezerveen
7798,Overijssel,Collendoorn
7800,Drenthe,Emmen
7801,Drenthe,Emmen
7811,Drenthe,Emmen
7812,Drenthe,Emmen
7813,Drenthe,Emmen
7814,Drenthe,Emmen
7815,Drenthe,Emmen
7821,Drenthe,Emmen
7822,Drenthe,Emmen
7823,Drenthe,Emmen
7824,Drenthe,Emmen
7825,Drenthe,Emmen
7826,Drenthe,Emmen
7827,Drenthe,Emmen
7828,Drenthe,Emmen
7830,Drenthe,Nieuw Weerdinge
7831,Drenthe,Nieuw Weerdinge
7833,Drenthe,Nieuw Amsterdam
7840,Drenthe,Sleen
7841,Drenthe,Sleen
7842,Drenthe,Diphoorn
7843,Drenthe,Erm
7844,Drenthe,Veenoord
7845,Drenthe,Holsloot
7846,Drenthe,Noord Sleen
7847,Drenthe,T Haantje
7848,Drenthe,Schoonoord
7849,Drenthe,De Kiel
7851,Drenthe,Zweeloo
7852,Drenthe,Wezup
7853,Drenthe,Wezuperbrug
7854,Drenthe,Aalden
7855,Drenthe,Meppen
7856,Drenthe,Benneveld
7858,Drenthe,Eeserveen
7859,Drenthe,Eeserveen
7860,Drenthe,Oosterhesselen
7861,Drenthe,Oosterhesselen
7863,Drenthe,Gees
7864,Drenthe,Zwinderen
7871,Drenthe,Klijndijk
7872,Drenthe,Valthe
7873,Drenthe,Odoorn
7874,Drenthe,Odoornerveen
7875,Drenthe,Exloo
7876,Drenthe,Valthermond
7877,Drenthe,Tweede Valthermond
7880,Drenthe,Emmer Compascuum
7881,Drenthe,Emmer Compascuum
7884,Drenthe,Barger Compascuum
7885,Drenthe,Nieuw Dordrecht
7887,Drenthe,Erica
7890,Drenthe,Klazienaveen
7891,Drenthe,Klazienaveen
7892,Drenthe,Klazienaveen
7894,Drenthe,Zwartemeer
7895,Drenthe,Roswinkel
7900,Drenthe,Hoogeveen
7901,Drenthe,Hoogeveen
7902,Drenthe,Hoogeveen
7903,Drenthe,Hoogeveen
7904,Drenthe,Hoogeveen
7905,Drenthe,Hoogeveen
7906,Drenthe,Hoogeveen
7907,Drenthe,Hoogeveen
7908,Drenthe,Hoogeveen
7909,Drenthe,Hoogeveen
7911,Drenthe,Nieuweroord
7912,Drenthe,Nieuweroord
7913,Drenthe,Hollandscheveld
7914,Drenthe,Noordscheschut
7915,Drenthe,Alteveer Hoogeveen
7916,Drenthe,Elim
7917,Drenthe,Geesbrug
7918,Drenthe,Nieuwlande
7920,Drenthe,Zuidwolde (DR)
7921,Drenthe,Zuidwolde (DR)
7924,Drenthe,Veeningen
7925,Drenthe,Linde (DR)
7926,Drenthe,Kerkenveld
7927,Drenthe,Alteveer De Wolden
7929,Drenthe,Nieuwlande Coevorden
7931,Drenthe,Fluitenberg
7932,Drenthe,Echten (DR)
7933,Drenthe,Pesse
7934,Drenthe,Stuifzand
7935,Drenthe,Eursinge De Wolden
7936,Drenthe,Tiendeveen
7938,Drenthe,Nieuw Balinge
7940,Drenthe,Meppel
7941,Drenthe,Meppel
7942,Drenthe,Meppel
7943,Drenthe,Meppel
7944,Drenthe,Meppel
7946,Overijssel,Wanneperveen
7948,Drenthe,Nijeveen
7949,Drenthe,Rogat
7950,Overijssel,Staphorst
7951,Overijssel,Staphorst
7954,Overijssel,Rouveen
7955,Overijssel,IJhorst
7957,Drenthe,De Wijk
7958,Drenthe,Koekange
7960,Drenthe,Ruinerwold
7961,Drenthe,Ruinerwold
7963,Drenthe,Ruinen
7964,Drenthe,Ansen
7965,Drenthe,Broekhuizen (DR)
7966,Drenthe,De Schiphorst
7970,Drenthe,Havelte
7971,Drenthe,Havelte
7973,Drenthe,Darp
7974,Drenthe,Havelterberg
7975,Drenthe,Uffelte
7980,Drenthe,Diever
7981,Drenthe,Diever
7983,Drenthe,Wapse
7984,Drenthe,Dieverbrug
7985,Drenthe,Geeuwenbrug
7986,Drenthe,Wittelte
7990,Drenthe,Dwingeloo
7991,Drenthe,Dwingeloo
8000,Overijssel,Zwolle
8001,Overijssel,Zwolle
8002,Overijssel,Zwolle
8003,Overijssel,Zwolle
8004,Overijssel,Zwolle
8007,Overijssel,Zwolle
8011,Overijssel,Zwolle
8012,Overijssel,Zwolle
8013,Overijssel,Zwolle
8014,Overijssel,Zwolle
8015,Overijssel,Zwolle
8016,Overijssel,Zwolle
8017,Overijssel,Zwolle
8019,Overijssel,Zwolle
8021,Overijssel,Zwolle
8022,Overijssel,Zwolle
8023,Overijssel,Zwolle
8024,Overijssel,Zwolle
8025,Overijssel,Zwolle
8026,Overijssel,Zwolle
8028,Overijssel,Zwolle
8031,Overijssel,Zwolle
8032,Overijssel,Zwolle
8033,Overijssel,Zwolle
8034,Overijssel,Zwolle
8035,Overijssel,Zwolle
8041,Overijssel,Zwolle
8042,Overijssel,Zwolle
8043,Overijssel,Zwolle
8044,Overijssel,Zwolle
8045,Overijssel,Zwolle
8050,Gelderland,Hattem
8051,Gelderland,Hattem
8052,Gelderland,Hattem
8055,Overijssel,Laag Zuthem
8060,Overijssel,Hasselt
8061,Overijssel,Hasselt
8064,Overijssel,Zwartsluis
8066,Overijssel,Belt Schutsloot
8070,Gelderland,Nunspeet
8071,Gelderland,Nunspeet
8072,Gelderland,Nunspeet
8075,Gelderland,Elspeet
8076,Gelderland,Vierhouten
8077,Gelderland,Hulshorst
8079,Gelderland,Noordeinde (GLD)
8080,Gelderland,Elburg
8081,Gelderland,Elburg
8084,Gelderland,T Harde
8085,Gelderland,Doornspijk
8090,Gelderland,Wezep
8091,Gelderland,Wezep
8094,Gelderland,Hattemerbroek
8095,Gelderland,T Loo Gemeente Oldebroek
8096,Gelderland,Oldebroek
8097,Gelderland,Oosterwolde (GLD)
8100,Overijssel,Raalte
8101,Overijssel,Raalte
8102,Overijssel,Raalte
8103,Overijssel,Raalte
8105,Overijssel,Luttenberg
8106,Overijssel,Marienheem
8107,Overijssel,Broekland (OV)
8110,Overijssel,Heeten
8111,Overijssel,Heeten
8112,Overijssel,Nieuw Heeten
8120,Overijssel,Olst
8121,Overijssel,Olst
8124,Overijssel,Wesepe
8130,Overijssel,Wijhe
8131,Overijssel,Wijhe
8140,Overijssel,Heino
8141,Overijssel,Heino
8144,Overijssel,Lierderholthuis
8146,Overijssel,Dalmsholte
8147,Overijssel,Giethmen
8148,Overijssel,Lemele
8150,Overijssel,Lemelerveld
8151,Overijssel,Lemelerveld
8152,Overijssel,Lemelerveld
8153,Overijssel,Lemelerveld
8154,Overijssel,Lemelerveld
8160,Gelderland,Epe
8161,Gelderland,Epe
8162,Gelderland,Epe
8166,Gelderland,Emst
8167,Gelderland,Oene
8170,Gelderland,Vaassen
8171,Gelderland,Vaassen
8172,Gelderland,Vaassen
8180,Gelderland,Heerde
8181,Gelderland,Heerde
8190,Gelderland,Wapenveld
8191,Gelderland,Wapenveld
8193,Gelderland,Vorchten
8194,Gelderland,Veessen
8196,Overijssel,Welsum
8198,Overijssel,Marle
8200,Flevoland,Lelystad
8202,Flevoland,Lelystad
8203,Flevoland,Lelystad
8211,Flevoland,Lelystad
8212,Flevoland,Lelystad
8218,Flevoland,Lelystad
8219,Flevoland,Lelystad
8221,Flevoland,Lelystad
8222,Flevoland,Lelystad
8223,Flevoland,Lelystad
8224,Flevoland,Lelystad
8225,Flevoland,Lelystad
8226,Flevoland,Lelystad
8231,Flevoland,Lelystad
8232,Flevoland,Lelystad
8233,Flevoland,Lelystad
8239,Flevoland,Lelystad
8241,Flevoland,Lelystad
8242,Flevoland,Lelystad
8243,Flevoland,Lelystad
8244,Flevoland,Lelystad
8245,Flevoland,Lelystad
8250,Flevoland,Dronten
8251,Flevoland,Dronten
8252,Flevoland,Dronten
8253,Flevoland,Dronten
8254,Flevoland,Dronten
8255,Flevoland,Swifterbant
8256,Flevoland,Biddinghuizen
8260,Overijssel,Kampen
8261,Overijssel,Kampen
8262,Overijssel,Kampen
8263,Overijssel,Kampen
8264,Overijssel,Kampen
8265,Overijssel,Kampen
8266,Overijssel,Kampen
8267,Overijssel,Kampen
8270,Overijssel,IJsselmuiden
8271,Overijssel,IJsselmuiden
8274,Overijssel,Wilsum
8275,Overijssel,s Heerenbroek
8276,Overijssel,Zalk
8277,Overijssel,Grafhorst
8278,Overijssel,Kamperveen
8280,Overijssel,Genemuiden
8281,Overijssel,Genemuiden
8291,Overijssel,Mastenbroek
8293,Overijssel,Mastenbroek
8294,Overijssel,Mastenbroek
8300,Flevoland,Emmeloord
8301,Flevoland,Emmeloord
8302,Flevoland,Emmeloord
8303,Flevoland,Emmeloord
8304,Flevoland,Emmeloord
8305,Flevoland,Emmeloord
8307,Flevoland,Ens
8308,Flevoland,Nagele
8309,Flevoland,Tollebeek
8311,Flevoland,Espel
8312,Flevoland,Creil
8313,Flevoland,Rutten
8314,Flevoland,Bant
8315,Flevoland,Luttelgeest
8316,Flevoland,Marknesse
8317,Flevoland,Kraggenburg
8320,Flevoland,Urk
8321,Flevoland,Urk
8322,Flevoland,Urk
8325,Overijssel,Vollenhove
8326,Overijssel,Sint Jansklooster
8330,Overijssel,Steenwijk
8331,Overijssel,Steenwijk
8332,Overijssel,Steenwijk
8334,Overijssel,Tuk
8335,Overijssel,Witte Paarden
8336,Overijssel,Baars
8337,Overijssel,De Pol
8338,Overijssel,Willemsoord
8339,Overijssel,Marijenkampen
8340,Overijssel,Steenwijkerwold
8341,Overijssel,Steenwijkerwold
8342,Overijssel,Basse
8343,Overijssel,Zuidveen
8344,Overijssel,Onna
8345,Overijssel,Kallenkote
8346,Overijssel,De Bult
8347,Overijssel,Eesveen
8351,Drenthe,Wapserveen
8355,Overijssel,Giethoorn
8356,Overijssel,Blokzijl
8361,Overijssel,IJsselham
8362,Overijssel,Nederland
8363,Overijssel,Wetering
8371,Overijssel,Scheerwolde
8372,Overijssel,Baarlo Ov
8373,Overijssel,Blankenham
8374,Overijssel,Kuinre
8375,Overijssel,Oldemarkt
8376,Overijssel,Ossenzijl
8377,Overijssel,Kalenberg
8378,Overijssel,Paasloo
8380,Drenthe,Vledder
8381,Drenthe,Vledder
8382,Drenthe,Frederiksoord
8383,Drenthe,Nijensleek
8384,Drenthe,Wilhelminaoord
8385,Drenthe,Vledderveen (DR)
8386,Drenthe,Doldersum
8387,Drenthe,Boschoord
8388,Friesland,Oosterstreek
8389,Friesland,Zandhuizen
8390,Friesland,Noordwolde (FRL)
8391,Friesland,Noordwolde (FRL)
8392,Friesland,Boijl
8393,Friesland,Vinkega
8394,Friesland,De Hoeve
8395,Friesland,Steggerda
8396,Friesland,Peperga
8397,Friesland,De Blesse
8398,Friesland,Blesdijke
8400,Friesland,Gorredijk
8401,Friesland,Gorredijk
8403,Friesland,Jonkerslan
8404,Friesland,Langezwaag
8405,Friesland,Luxwoude
8406,Friesland,Tijnje
8407,Friesland,Terwispel
8408,Friesland,Lippenhuizen
8409,Friesland,Hemrik
8410,Friesland,Jubbega
8411,Friesland,Jubbega
8412,Friesland,Hoornsterzwaag
8413,Friesland,Oudehorne
8414,Friesland,Nieuwehorne
8415,Friesland,Bontebok
8420,Friesland,Oldeberkoop
8421,Friesland,Oldeberkoop
8422,Friesland,Nijeberkoop
8423,Friesland,Makkinga
8424,Friesland,Elsloo Fr
8425,Friesland,Langedijke
8426,Friesland,Appelscha
8427,Friesland,Ravenswoud
8428,Friesland,Fochteloo
8430,Friesland,Oosterwolde (FRL)
8431,Friesland,Oosterwolde (FRL)
8432,Friesland,Haule
8433,Friesland,Haulerwijk
8434,Friesland,Waskemeer
8435,Friesland,Donkerbroek
8437,Drenthe,Zorgvlied
8438,Drenthe,Wateren
8439,Drenthe,Oude Willem
8440,Friesland,Heerenveen
8441,Friesland,Heerenveen
8442,Friesland,Heerenveen
8443,Friesland,Heerenveen
8444,Friesland,Heerenveen
8445,Friesland,Heerenveen
8446,Friesland,Heerenveen
8447,Friesland,Heerenveen
8448,Friesland,Heerenveen
8449,Friesland,Terband
8451,Friesland,Oudeschoot
8452,Friesland,Nieuweschoot
8453,Friesland,Oranjewoud
8454,Friesland,Mildam
8455,Friesland,Katlijk
8456,Friesland,De Knipe
8457,Friesland,Gersloot
8458,Friesland,Tjalleberd
8459,Friesland,Luinjeberd
8461,Friesland,Rottum (FRL)
8462,Friesland,Rotstergaast
8463,Friesland,Rotsterhaule
8464,Friesland,Sintjohannesga
8465,Friesland,Oudehaske
8466,Friesland,Nijehaske
8467,Friesland,Vegelinsoord
8468,Friesland,Haskerdijken
8469,Friesland,Nieuwebrug
8470,Friesland,Wolvega
8471,Friesland,Wolvega
8472,Friesland,Wolvega
8474,Friesland,Oldeholtpade
8475,Friesland,Nijeholtpade
8476,Friesland,Ter Idzard
8477,Friesland,Oldeholtwolde
8478,Friesland,Sonnega
8479,Friesland,Oldetrijne
8481,Friesland,Nijetrijne
8482,Friesland,Spanga
8483,Friesland,Scherpenzeel (FRL)
8484,Friesland,Langelille
8485,Friesland,Munnekeburen
8486,Friesland,Oldelamer
8487,Friesland,Nijelamer
8488,Friesland,Nijeholtwolde
8489,Friesland,Slijkenburg
8490,Friesland,Akkrum
8491,Friesland,Akkrum
8493,Friesland,Terherne
8494,Friesland,Nes Gemeente Boarnsterhim
8495,Friesland,Aldeboarn
8497,Friesland,Goengahuizen
8500,Friesland,Joure
8501,Friesland,Joure
8502,Friesland,Joure
8503,Friesland,Joure
8505,Friesland,Snikzwaag
8506,Friesland,Haskerhorne
8507,Friesland,Rohel
8508,Friesland,Delfstrahuizen
8511,Friesland,Goingarijp
8512,Friesland,Broek (FRL)
8513,Friesland,Ouwsterhaule
8514,Friesland,Ouwster Nijega
8515,Friesland,Oldeouwer
8516,Friesland,Doniaga
8517,Friesland,Scharsterbrug
8520,Friesland,Sint Nicolaasga
8521,Friesland,Sint Nicolaasga
8522,Friesland,Tjerkgaast
8523,Friesland,Idskenhuizen
8524,Friesland,Teroele
8525,Friesland,Langweer
8526,Friesland,Boornzwaag
8527,Friesland,Legemeer
8528,Friesland,Dijken
8529,Friesland,Koufurderrige
8530,Friesland,Lemmer
8531,Friesland,Lemmer
8532,Friesland,Lemmer
8534,Friesland,Eesterga
8535,Friesland,Follega
8536,Friesland,Oosterzee
8537,Friesland,Echten (FRL)
8538,Friesland,Bantega
8539,Friesland,Echtenerbrug
8541,Friesland,Akmarijp
8542,Friesland,Terkaple
8550,Friesland,Woudsend
8551,Friesland,Woudsend
8552,Friesland,Smallebrugge
8553,Friesland,Indijk
8554,Friesland,Ypecolsga
8556,Friesland,Sloten (FRL)
8560,Friesland,Balk
8561,Friesland,Balk
8563,Friesland,Wijckel
8564,Friesland,Ruigahuizen
8565,Friesland,Sondel
8566,Friesland,Nijemirdum
8567,Friesland,Oudemirdum
8571,Friesland,Harich
8572,Friesland,Rijs
8573,Friesland,Mirns
8574,Friesland,Bakhuizen
8581,Friesland,Elahuizen
8582,Friesland,Oudega Gemeente Gaasterland Sleat
8583,Friesland,Kolderwolde
8584,Friesland,Hemelum
8600,Friesland,Sneek
8601,Friesland,Sneek
8602,Friesland,Sneek
8603,Friesland,Sneek
8604,Friesland,Sneek
8605,Friesland,Sneek
8606,Friesland,Sneek
8607,Friesland,Sneek
8608,Friesland,Sneek
8611,Friesland,Gaastmeer
8612,Friesland,Idzega
8613,Friesland,Sandfirden
8614,Friesland,Oudega Gemeente Wymbritseradiel
8615,Friesland,Blauwhuis
8616,Friesland,Westhem
8617,Friesland,Abbega
8618,Friesland,Oosthem
8620,Friesland,Heeg
8621,Friesland,Heeg
8622,Friesland,Hommerts
8623,Friesland,Jutrijp
8624,Friesland,Uitwellingerga
8625,Friesland,Oppenhuizen
8626,Friesland,Offingawier
8627,Friesland,Gauw
8628,Friesland,Goenga
8629,Friesland,Scharnegoutum
8631,Friesland,Loenga
8632,Friesland,Tirns
8633,Friesland,ijsbrechtum
8635,Friesland,Boazum
8636,Friesland,Britswert
8637,Friesland,Wiuwert
8641,Friesland,Rien
8642,Friesland,Lijtsewierrum
8644,Friesland,Dearsum
8647,Friesland,Sibrandabuorren
8650,Friesland,IJlst
8651,Friesland,IJlst
8658,Friesland,Greonterp
8700,Friesland,Bolsward
8701,Friesland,Bolsward
8702,Friesland,Bolsward
8710,Friesland,Workum
8711,Friesland,Workum
8713,Friesland,Hindeloopen
8715,Friesland,Stavoren
8720,Friesland,Warns
8721,Friesland,Warns
8722,Friesland,Molkwerum
8723,Friesland,Koudum
8724,Friesland,It Heidenskip
8730,Friesland,Wommels
8731,Friesland,Wommels
8732,Friesland,Kubaard
8733,Friesland,Iens
8734,Friesland,Easterein
8735,Friesland,Itens
8736,Friesland,Reahus
8737,Friesland,Hidaard
8741,Friesland,Hartwerd
8742,Friesland,Burgwerd
8743,Friesland,Hichtum
8744,Friesland,Schettens
8745,Friesland,Longerhouw
8746,Friesland,Schraard
8747,Friesland,Wons
8748,Friesland,Witmarsum
8749,Friesland,Pingjum
8751,Friesland,Zurich
8752,Friesland,Kornwerderzand
8753,Friesland,Cornwerd
8754,Friesland,Makkum (FR)
8755,Friesland,Idsegahuizum
8756,Friesland,Piaam
8757,Friesland,Gaast
8758,Friesland,Allingawier
8759,Friesland,Exmorra
8761,Friesland,Ferwoude
8762,Friesland,Hieslum
8763,Friesland,Parrega
8764,Friesland,Dedgum
8765,Friesland,Tjerkwerd
8766,Friesland,Breezanddijk
8770,Friesland,Nijland
8771,Friesland,Nijland
8772,Friesland,Tjalhuizum
8773,Friesland,Folsgare
8774,Friesland,Wolsum
8775,Friesland,Nijhuizum
8800,Friesland,Franeker
8801,Friesland,Franeker
8802,Friesland,Franeker
8804,Friesland,Tzum
8805,Friesland,Hitzum
8806,Friesland,Achlum
8807,Friesland,Herbaijum
8808,Friesland,Dongjum
8809,Friesland,Boer
8811,Friesland,Ried
8812,Friesland,Peins
8813,Friesland,Schalsum
8814,Friesland,Zweins
8816,Friesland,Schingen
8821,Friesland,Kimswerd
8822,Friesland,Arum
8823,Friesland,Lollum
8830,Friesland,Winsum (FRL)
8831,Friesland,Winsum (FRL)
8832,Friesland,Huns
8833,Friesland,Leons
8834,Friesland,Baard
8835,Friesland,Easterlittens
8841,Friesland,Baaium
8842,Friesland,Wjelsrijp
8843,Friesland,Spannum
8844,Friesland,Hinnaard
8845,Friesland,Waaksens Gemeente Littenseradiel
8850,Friesland,Tzummarum
8851,Friesland,Tzummarum
8852,Friesland,Firdgum
8853,Friesland,Klooster Lidlum
8854,Friesland,Oosterbierum
8855,Friesland,Sexbierum
8856,Friesland,Pietersbierum
8857,Friesland,Wijnaldum
8860,Friesland,Harlingen
8861,Friesland,Harlingen
8862,Friesland,Harlingen
8871,Friesland,Midlum
8872,Friesland,Midlum
8880,Friesland,Terschelling West
8881,Friesland,Terschelling West
8882,Friesland,Terschelling Hee
8883,Friesland,Terschelling Kaart
8884,Friesland,Terschelling Baaid
8885,Friesland,Terschelling Kinum
8890,Friesland,Terschelling Midld
8891,Friesland,Terschelling Midld
8892,Friesland,Terschelling Serijp
8893,Friesland,Terschelling Landr
8894,Friesland,Terschelling Formr
8895,Friesland,Terschelling Lies
8896,Friesland,Terschelling Hoorn
8897,Friesland,Terschelling Oosterend
8899,Friesland,Vlieland
8900,Friesland,Leeuwarden
8901,Friesland,Leeuwarden
8902,Friesland,Leeuwarden
8903,Friesland,Leeuwarden
8911,Friesland,Leeuwarden
8912,Friesland,Leeuwarden
8913,Friesland,Leeuwarden
8914,Friesland,Leeuwarden
8915,Friesland,Leeuwarden
8916,Friesland,Leeuwarden
8917,Friesland,Leeuwarden
8918,Friesland,Leeuwarden
8919,Friesland,Leeuwarden
8921,Friesland,Leeuwarden
8922,Friesland,Leeuwarden
8923,Friesland,Leeuwarden
8924,Friesland,Leeuwarden
8925,Friesland,Leeuwarden
8926,Friesland,Leeuwarden
8927,Friesland,Leeuwarden
8931,Friesland,Leeuwarden
8932,Friesland,Leeuwarden
8933,Friesland,Leeuwarden
8934,Friesland,Leeuwarden
8935,Friesland,Leeuwarden
8936,Friesland,Leeuwarden
8937,Friesland,Leeuwarden
8938,Friesland,Leeuwarden
8939,Friesland,Leeuwarden
8941,Friesland,Leeuwarden
9000,Friesland,Grou
9001,Friesland,Grou
9003,Friesland,Warten
9004,Friesland,Warstiens
9005,Friesland,Wergea
9006,Friesland,Eagum
9007,Friesland,Idaerd
9008,Friesland,Reduzum
9009,Friesland,Friens
9010,Friesland,Jirnsum
9011,Friesland,Jirnsum
9012,Friesland,Raerd
9013,Friesland,Poppenwier
9014,Friesland,Tersoal
9021,Friesland,Easterwierrum
9022,Friesland,Mantgum
9023,Friesland,Jorwert
9024,Friesland,Weidum
9025,Friesland,Bears (FRL)
9026,Friesland,Jellum
9027,Friesland,Hilaard
9031,Friesland,Boksum
9032,Friesland,Blessum
9033,Friesland,Deinum
9034,Friesland,Marssum
9035,Friesland,Dronrijp
9036,Friesland,Menaldum
9037,Friesland,Slappeterp
9038,Friesland,Engelum
9040,Friesland,Berlikum (FRL)
9041,Friesland,Berlikum (FRL)
9043,Friesland,Wier
9044,Friesland,Beetgum
9045,Friesland,Beetgumermolen
9047,Friesland,Minnertsga
9050,Friesland,Stiens
9051,Friesland,Stiens
9053,Friesland,Finkum
9054,Friesland,Hijum
9055,Friesland,Britsum
9056,Friesland,Cornjum
9057,Friesland,Jelsum
9060,Friesland,Gijtsjerk
9061,Friesland,Gijtsjerk
9062,Friesland,Oentsjerk
9063,Friesland,Munein
9064,Friesland,Aldtsjerk
9067,Friesland,Roodkerk
9071,Friesland,Oude Leije
9072,Friesland,Oude Leije
9073,Friesland,Marrum
9074,Friesland,Hallum
9075,Friesland,Westhoek
9076,Friesland,Sint Annaparochie
9077,Friesland,Vrouwenparochie
9078,Friesland,Oude Bildtzijl
9079,Friesland,Sint Jacobiparochie
9080,Friesland,Lekkum
9081,Friesland,Lekkum
9082,Friesland,Miedum
9083,Friesland,Snakkerburen
9084,Friesland,Goutum
9085,Friesland,Teerns
9086,Friesland,Hempens
9087,Friesland,Swichum
9088,Friesland,Wirdum (FRL)
9089,Friesland,Wijtgaard
9091,Friesland,Wijns
9100,Friesland,Dokkum
9101,Friesland,Dokkum
9102,Friesland,Dokkum
9103,Friesland,Dokkum
