,VERTROUWELIJK - alleen gebruiken binnen doelstelling en afspraken,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55
4202,LV-6480,True,21-10-2022: Planning definitieve bestrating staat nu voor januari 2023. Eind december planning nog eens checken.,True,2022-10-21 06:37:08.637000,,2022-04-14 13:21:36.828000,2022-08-10 09:15:22.613000,2022-08-18 11:33:28.024000,2022-08-18 12:08:58.687000,2022-09-21 12:11:32.696000,2022-10-05 11:26:34.543000,2022-09-21 12:11:41.352000,2022-10-07 12:09:57.238000,,,,,,42,Gemeente Lelystad,167,Lelystad,"LELYSTAD00198, LELYSTAD00204",5.4412579536438,52.4927983972406,Waterbies,54,8245 HN,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-07-27 00:00:00,2022-09-08 00:00:00,False,2022-10-05 00:00:00,,,TMP-MRAE-a556b4648441ccb2,,
4203,LV-6481,False,,False,2022-12-21 10:36:40.772000,,2022-04-14 13:43:24.986000,2022-04-21 15:15:08.819000,2022-05-02 09:01:28.270000,2022-05-02 09:21:42.087000,2022-06-22 09:50:19.176000,2022-06-27 13:12:33.558000,2022-08-11 12:42:02.543000,2022-08-18 07:53:37.650000,2022-12-01 09:32:22.339000,2022-12-21 10:36:07.364000,2022-12-20 12:37:20.041000,2022-12-20 12:43:51.604000,2022-12-21 10:36:40.772000,42,Gemeente Lelystad,167,Lelystad,"LELYSTAD00203DS, LELYSTAD00205",5.46837419271469,52.4958672033342,Rijnland,54,8245 CV,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst,True,,,,2022-06-29 00:00:00,2022-08-11 00:00:00,False,2022-06-27 00:00:00,2022-12-20 00:00:00,2022-12-20 00:00:00,TNLP007817,,2022-12-20 00:00:00
4204,LV-6482,False,,False,2023-01-27 14:47:22.300000,,2022-04-14 13:45:14.737000,2022-05-12 09:47:04.008000,2022-05-30 07:19:42.945000,2022-05-30 07:34:58.929000,2022-09-09 13:53:22.131000,2022-09-13 10:52:27.690000,2022-10-31 14:51:28.191000,2022-11-01 07:17:20.513000,,,,,,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00202DS,5.46843588352203,52.5110264092442,Lubeckstraat,1,8232 RV,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst,True,,,,2022-09-14 00:00:00,2022-10-27 00:00:00,False,2022-09-13 00:00:00,,,TMP-MRAE-53ea7f582f0c7d41,,
4205,LV-6483,False,,False,2023-01-27 14:47:57.559000,,2022-04-14 13:46:29.206000,2022-06-22 12:54:36.783000,2022-06-23 10:40:42.727000,2022-06-24 11:10:57.337000,2022-08-10 11:39:13.002000,2022-08-11 14:14:11.002000,2022-10-10 09:31:05.695000,2022-10-11 08:01:14.290000,,,,,,42,Gemeente Lelystad,167,Lelystad,LELYSTAD00201DS,5.50062328577042,52.4935583955086,Pauwenburg,6 A,8226 TA,Lelystad,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst,True,,,,2022-08-17 00:00:00,2022-09-29 00:00:00,False,2022-08-11 00:00:00,,,TMP-MRAE-95d6a3afb9aa9cce,,
4206,LV-6484,False,"Er is een bezwaar binnen gekomen van omwonenden.
Wachten met verzoek voor verdere afhandeling. - Ellis",True,2023-03-14 13:43:08.391000,,2022-04-14 14:25:42.543000,2022-09-01 13:23:13.785000,2022-09-07 13:28:17.342000,2022-09-08 07:11:17.235000,2022-10-18 07:01:13.721000,2022-10-19 12:54:18.819000,2022-11-01 11:44:52.474000,2022-11-03 12:39:00.945000,,,,,,58,Gemeente Stede Broec,382,Stede Broec,"STEDEBROEC00057, STEDEBROEC00075",5.23113369943076,52.6987507179867,Esdoornlaan,9,1613 VA,Grootebroek,False,<nil>,,False,False,2,1,0,vraaggestuurdverzoek,,,,,True,,,,2022-09-20 00:00:00,2022-11-01 00:00:00,False,2022-10-19 00:00:00,,,TMP-MRAE-79601aed54cc6ba1,,
4207,LV-6486,False,,False,2023-03-06 09:03:42.739000,,2022-04-15 11:17:11.342000,2022-04-20 12:18:47.636000,2022-04-25 08:02:19.843000,2022-04-25 13:03:49.592000,2022-05-18 12:19:44.910000,2022-06-16 14:05:34.851000,2022-05-18 12:20:02.012000,2022-06-22 11:24:22.555000,2023-03-03 13:41:30.892000,,,,,36,Gemeente Huizen,341,Huizen,HUIZEN00172DS,5.22423306065724,52.2916884571275,Piersonlaan,2,1272 JR,Huizen,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst,True,,,,2021-07-20 00:00:00,2021-09-01 00:00:00,False,2022-06-16 00:00:00,2023-03-23 00:00:00,,TMP-MRAE-28098de98b291667,,
4208,LV-6487,False,,False,2022-09-29 08:55:23.678000,,2022-04-15 11:18:07.735000,2022-05-25 07:11:02.807000,2022-05-30 11:51:53.256000,2022-06-03 07:08:54.379000,2022-06-03 09:06:04.381000,2022-06-22 14:44:41.081000,2022-06-03 09:06:08.263000,2022-06-23 11:58:53.386000,,,,,,36,Gemeente Huizen,341,Huizen,HUIZEN00173DS,5.2679617702961,52.2920196819038,Aristoteleslaan,2,1274 KZ,Huizen,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,"Conform data-gestuurd lijst
Van Blaricum",True,,,,2021-07-20 00:00:00,2021-09-01 00:00:00,False,2022-06-22 00:00:00,,,TMP-MRAE-7a2d81cab964ecc7,,
4209,LV-6488,False,,False,2022-11-04 09:55:09.726000,,2022-04-15 12:37:15.858000,2022-04-25 10:36:32.117000,2022-04-28 12:01:47.905000,2022-04-29 06:23:06.593000,2022-05-13 11:23:10.404000,2022-06-08 13:40:22.081000,2022-05-13 11:23:16.374000,2022-06-22 11:21:09.822000,2022-10-13 05:44:23.362000,,2022-11-03 15:03:04.065000,2022-11-03 15:25:41.848000,,36,Gemeente Huizen,341,Huizen,HUIZEN00159,5.27532398703443,52.2982810524321,Enkuizerzand,49,1274 HT,Huizen,True,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2021-07-20 00:00:00,2021-09-01 00:00:00,False,2022-06-08 00:00:00,2022-11-03 00:00:00,2022-11-03 00:00:00,TNLP007771,,2022-11-03 00:00:00
4210,LV-6489,False,,False,2023-03-20 10:07:47.975000,,2022-04-15 13:23:27.090000,2022-05-25 08:24:31.913000,2022-05-30 11:55:46.608000,2022-06-03 07:09:51.993000,2022-06-03 08:33:25.978000,2022-06-22 14:48:13.374000,2022-06-03 08:33:53.812000,2022-06-23 12:00:16.782000,2023-03-13 13:40:18.256000,,2023-03-20 08:11:56.287000,,,36,Gemeente Huizen,341,Huizen,HUIZEN00164,5.27343458498428,52.2939661007644,Augustinuslaan,23,1277 AA,Huizen,True,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2021-07-20 00:00:00,2021-09-01 00:00:00,False,2022-06-22 00:00:00,2023-03-20 00:00:00,2023-03-20 00:00:00,TNLP008177,,2023-03-20 00:00:00
4211,LV-6490,True,,True,2022-10-17 13:03:28.448000,,2022-04-19 13:16:32.829000,2022-05-04 10:11:30.606000,2022-05-04 10:11:41.809000,2022-05-04 11:03:12.606000,,,,,,,,,,12,Gemeente Bloemendaal,322,Bloemendaal,BLOEMENDAAL00125DS,4.59655523302899,52.3236343390524,Bennebroekerlaan,3d,2121 GP,Bennebroek,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,,,,,,,TMP-MRAE-32f3e882efb4a109,,
4212,LV-6491,False,,False,2023-03-16 14:11:35.954000,,2022-04-19 13:18:31.554000,2022-04-19 13:19:18.449000,2022-04-22 10:19:28.199000,2022-04-22 12:46:42.629000,2022-06-24 11:16:53.929000,2022-06-28 10:38:16.256000,2022-06-24 11:16:59.518000,2022-06-30 15:35:39.512000,2023-03-07 07:04:25.713000,2023-03-08 14:32:13.387000,2023-03-08 10:36:29.393000,2023-03-08 11:57:36.812000,2023-03-16 14:11:35.954000,56,Gemeente Schagen,361,Schagen,SCHAGEN00116,4.80878144504004,52.7940699408011,Meerval,45,1741 XP,Schagen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-05-10 00:00:00,2022-06-21 00:00:00,False,2022-06-28 00:00:00,2023-03-08 00:00:00,2023-03-08 00:00:00,TNLP008129,,2023-03-08 00:00:00
4213,LV-6492,False,,True,2023-01-04 09:51:20.172000,,2022-04-19 13:18:35.822000,2022-04-22 10:07:05.948000,2022-04-25 08:49:13.079000,2022-04-25 13:24:50.638000,,,,,,,,,,12,Gemeente Bloemendaal,322,Bloemendaal,"BLOEMENDAAL00131DS, BLOEMENDAAL00153",4.61335936486071,52.4081347461071,Brederodelaan,114,2061 JS,Bloemendaal,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst,True,,,,,,,,,,TMP-MRAE-0cbf9c8e4cf13a38,,
4214,LV-6493,False,,False,2023-02-23 09:46:28.577000,,2022-04-19 13:22:55.230000,2022-04-19 13:23:57.767000,2022-05-12 15:19:29.034000,2022-05-12 15:19:30.889000,2022-07-01 09:01:42.320000,2022-07-12 07:08:35.932000,2022-07-01 09:01:46.552000,2022-07-12 07:28:37.164000,2023-02-01 08:52:19.756000,2023-02-01 15:40:09.593000,2023-02-22 10:52:58.803000,2023-02-22 12:06:33.174000,2023-02-01 15:40:15.626000,26,Gemeente Haarlem,330,Haarlem,"HAARLEM01139, HAARLEM01216",4.6408049762249,52.3855820591228,Parklaan,81,2011 KS,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-07-14 00:00:00,2022-07-15 00:00:00,False,2022-07-12 00:00:00,2023-02-22 00:00:00,2023-02-22 00:00:00,TNLP008033,,2023-02-22 00:00:00
4215,LV-6494,False,,False,2022-11-21 09:30:42.942000,,2022-04-19 13:25:11.055000,2022-04-19 13:25:54.565000,2022-05-12 15:16:24.396000,2022-05-12 15:16:26.069000,2022-07-01 09:04:46.152000,2022-07-11 14:40:03.256000,2022-07-01 09:04:49.672000,2022-07-12 07:19:00.546000,2022-11-07 09:22:09.591000,2022-11-08 15:39:03.195000,2022-11-21 07:54:35.498000,2022-11-21 08:38:30.275000,2022-11-08 15:39:06.952000,26,Gemeente Haarlem,330,Haarlem,"HAARLEM01140, HAARLEM01250",4.65177185833454,52.3779275638144,Adriaan Loosjesstraat,93,2032 MB,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-07-14 00:00:00,2022-07-15 00:00:00,False,2022-07-11 00:00:00,2022-11-21 00:00:00,2022-11-21 00:00:00,TNLP007760,,2022-11-21 00:00:00
4216,LV-6496,False,,False,2023-02-10 07:50:54.540000,,2022-04-19 13:32:43.377000,2022-04-19 13:33:37.386000,2022-05-12 15:20:11.750000,2022-05-12 15:20:13.522000,2022-07-01 09:06:10.638000,2022-07-11 14:49:48.770000,2022-07-01 09:06:14.483000,2022-07-12 07:21:06.554000,,,,,,26,Gemeente Haarlem,330,Haarlem,"HAARLEM01130, HAARLEM01229, HAARLEM01239, HAARLEM01430",4.65584143996239,52.4193082749455,Vergierdeweg,249,2026 ZE,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-07-14 00:00:00,2022-07-15 00:00:00,False,2022-07-11 00:00:00,,,TMP-MRAE-10081470113bab1c,,
4217,LV-6497,False,,False,2023-02-06 09:23:33.692000,,2022-04-19 13:39:45.715000,2022-04-19 13:40:53.697000,2022-04-22 13:25:36.895000,2022-04-25 13:22:24.304000,2022-07-01 09:03:11.271000,2022-07-12 07:11:54.838000,2022-07-01 09:03:14.806000,2022-07-12 07:33:12.872000,2023-02-03 11:20:33.633000,,2023-02-03 11:20:46.709000,2023-02-03 11:21:20.013000,,26,Gemeente Haarlem,330,Haarlem,"HAARLEM01138, HAARLEM01155, HAARLEM01217, HAARLEM01231, HAARLEM01402",4.6280175447464,52.3826433048807,Ruychaverstraat,69,2013 GE,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-07-14 00:00:00,2022-07-15 00:00:00,False,2022-07-12 00:00:00,2023-01-17 00:00:00,2023-02-02 00:00:00,TNLP008020,,2023-02-02 00:00:00
4218,LV-6498,False,,False,2022-11-29 09:56:24.182000,,2022-04-19 13:42:31.144000,2022-04-19 13:43:16.159000,2022-05-12 15:18:20.361000,2022-05-12 15:18:24.181000,2022-07-01 09:02:24.177000,2022-07-11 14:36:05.407000,2022-07-01 09:02:27.573000,2022-07-12 07:17:47.269000,2022-11-10 11:49:37.438000,2022-11-16 13:00:51.689000,2022-11-29 07:49:35.743000,2022-11-29 09:11:27.757000,2022-11-16 13:00:55.353000,26,Gemeente Haarlem,330,Haarlem,"HAARLEM01131, HAARLEM01183, HAARLEM01184, HAARLEM01192, HAARLEM01253",4.64094310998917,52.375192283307,Linschotenstraat,65,2012 VE,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-07-14 00:00:00,2022-07-15 00:00:00,False,2022-07-11 00:00:00,2022-11-29 00:00:00,2022-11-29 00:00:00,TNLP007728,,2022-11-29 00:00:00
4219,LV-6499,False,,False,2023-01-31 09:14:14.961000,,2022-04-19 14:21:10.777000,2022-04-21 08:02:04.526000,2022-04-21 08:02:06.200000,2022-04-21 16:17:35.345000,2022-04-22 05:05:53.048000,2022-04-25 08:11:55.728000,2022-06-07 06:55:42.010000,2022-06-08 07:10:54.321000,2023-01-23 08:28:43.102000,2023-01-23 09:18:41.563000,2023-01-30 10:00:40.279000,2023-01-30 12:33:34.034000,2023-01-23 09:18:47.037000,68,Gemeente Vijfheerenlanden,301,Vijfheerenlanden,VIJFHEERENLANDEN00054,5.09850829836978,51.9007088715694,Pfinztalstraat,22,4143 JB,Leerdam,False,<nil>,,False,False,2,1,0,vraaggestuurdverzoek,,,,,True,,True,,2022-04-25 00:00:00,2022-06-07 00:00:00,False,2022-04-25 00:00:00,2023-01-30 00:00:00,2023-01-30 00:00:00,TNLP007948,,2023-01-30 00:00:00
4220,LV-6500,False,,False,2023-03-20 12:38:24.076000,,2022-04-19 14:33:48.163000,2022-04-19 14:54:46.538000,2022-04-19 14:56:37.823000,2022-04-20 06:27:38.234000,2022-04-25 13:57:13.197000,2022-04-29 09:45:18.946000,2022-09-20 15:25:22.227000,2022-09-22 07:46:02.991000,,,,,,46,Gemeente Montfoort,288,Montfoort,MONTFOORT00004,4.91185329858581,52.0619568211739,Strick van Linschotenstraat,42,3461 EG,Linschoten,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-04-25 00:00:00,2022-06-06 00:00:00,False,2022-04-29 00:00:00,,,TMP-MRAE-0be3a5439a3860fc,,
4221,LV-6501,False,,False,2022-12-21 09:08:32.381000,,2022-04-20 12:15:19.525000,2022-05-10 13:50:30.664000,2022-06-01 13:47:17.772000,2022-06-03 09:15:02.162000,2022-09-12 15:14:37.011000,2022-09-13 11:01:10.615000,2022-10-18 07:21:25.960000,2022-10-19 16:54:57.072000,,,,,,20,Gemeente Drechterland,380,Drechterland,DRECHTERLAND00031,5.20135045051575,52.6627594891862,Tuinstraat,4,1606 BX,Venhuizen,False,<nil>,,False,False,2,1,0,vraaggestuurdverzoek,,,,,True,,,,2022-08-23 00:00:00,2022-10-04 00:00:00,False,2022-09-13 00:00:00,,,TMP-MRAE-306e6d202a5260d3,,
4222,LV-6502,False,,False,2022-12-07 09:00:54.916000,,2022-04-21 06:59:56.309000,2022-04-21 07:01:39.959000,2022-04-21 07:04:29.322000,2022-04-21 07:16:48.088000,2022-04-21 07:33:04.059000,2022-04-25 10:00:58.137000,2022-06-07 06:55:56.061000,2022-06-07 07:44:51.882000,2022-11-24 12:05:39.547000,2022-11-29 11:55:30.645000,2022-12-06 16:12:25.449000,2022-12-06 16:53:57.987000,2022-11-29 14:21:25.243000,68,Gemeente Vijfheerenlanden,301,Vijfheerenlanden,VIJFHEERENLANDEN00052,5.08535765111901,51.8916708499763,Burgemeester Meesplein,5,4142 AZ,Leerdam,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-04-25 00:00:00,2022-06-07 00:00:00,False,2022-04-25 00:00:00,2022-12-06 00:00:00,2022-12-06 00:00:00,TNLP007888,,2022-12-06 00:00:00
4223,LV-6505,False,,False,2023-02-08 09:33:32.437000,,2022-04-21 09:36:31.506000,2022-04-21 09:43:51.483000,2022-04-21 09:43:53.079000,2022-04-21 16:37:22.600000,2022-06-13 11:33:51.445000,2022-06-27 11:26:53.782000,2022-08-15 08:13:50.506000,2022-08-16 17:02:37.199000,2022-12-08 12:41:41.039000,2023-02-08 09:33:27.726000,2023-01-11 13:48:57.889000,2023-01-11 14:08:52.040000,2023-02-08 09:33:32.437000,35,Gemeente Houten,278,Houten,HOUTEN00242,5.16651675109642,52.0134270843483,Winterpolder,9,3991 XV,Houten,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-06-08 00:00:00,2022-07-20 00:00:00,False,2022-06-27 00:00:00,2023-01-11 00:00:00,2023-01-11 00:00:00,TNLP007867,,2023-01-11 00:00:00
4224,LV-6506,False,,False,2023-02-14 09:30:06.652000,,2022-04-21 10:04:19.975000,2022-05-04 18:46:36.645000,2022-05-17 20:16:03.762000,2022-05-18 07:41:38.820000,2022-06-16 11:58:33.998000,2022-06-27 13:05:20.773000,2022-07-19 15:24:32.145000,2022-07-19 18:24:38.939000,,,,,,69,Gemeente Waterland,384,Waterland,WATERLAND00101,4.95100995901521,52.4645019973101,Merelstraat,9,1452 XJ,Ilpendam,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-06-23 00:00:00,2022-08-04 00:00:00,False,2022-06-27 00:00:00,2023-01-26 00:00:00,,TMP-MRAE-1c29fe2eb62fddbc,,
4225,LV-6507,False,,False,2023-03-21 07:26:06.194000,,2022-04-21 13:11:47.119000,2022-04-21 13:12:44.257000,2022-04-21 13:14:46.517000,2022-04-21 16:57:50.728000,2022-06-13 11:32:46.378000,2022-06-27 11:30:26.153000,2022-08-15 08:15:43.035000,2022-08-15 13:20:54.433000,,,,,,35,Gemeente Houten,278,Houten,HOUTEN00247,5.18164917825743,52.038030266859,Vuurvlinderberm,1,3994 WE,Houten,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-06-08 00:00:00,2022-07-20 00:00:00,False,2022-06-27 00:00:00,,,TMP-MRAE-7a26c2ba9a020fb2,,
4226,LV-6508,False,,False,2023-01-31 09:14:24.297000,,2022-04-21 13:43:13.914000,2022-04-21 13:45:29.247000,2022-04-21 13:47:19.349000,2022-04-21 16:57:31.936000,2022-09-29 11:28:14.261000,2022-10-24 12:33:19.582000,2022-11-22 11:35:34.619000,2022-11-22 11:43:44.123000,,,,,,59,Gemeente Stichtse Vecht,264,Stichtse Vecht,"STICHTSEVECHT00002, STICHTSEVECHT00053",5.04000447688668,52.1448297713484,Brederostraat,20,3601 SL,Maarssen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-09-12 00:00:00,2022-10-24 00:00:00,False,2022-10-24 00:00:00,,,TMP-MRAE-1a50fc518438e385,,
4227,LV-6509,True,"Hoi allen,

Zojuist samen met onze coördinator kabels/leidingen nogmaals naar de aanvraag gekeken. Naast de locatie zit een grote boom, en meerdere leidingen & gasleiding. Deze zijn waarschijnlijk op de eerste clic-melding over het hoofd gezien? Deze locatie kunnen wij daarom helaas niet accepteren, en zal verplaatst moeten worden naar ééntje in de buurt.

mvg Sander",True,2023-01-12 10:45:15.539000,,2022-04-21 13:57:51.248000,2022-04-21 14:00:05.207000,2022-04-21 14:00:18.988000,2022-04-21 16:55:36.597000,2022-09-29 11:35:40.518000,2022-10-24 12:28:35.205000,2022-11-10 13:46:07.921000,2022-11-10 14:50:08.788000,,,,,,59,Gemeente Stichtse Vecht,264,Stichtse Vecht,"STICHTSEVECHT00005, STICHTSEVECHT00071",5.05576893691796,52.1359359932973,Buitenweg,55,3602 PL,Maarssen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-09-12 00:00:00,2022-10-24 00:00:00,False,2022-10-24 00:00:00,,,TMP-MRAE-e6ce85a5b94c259a,,
4228,LV-6510,False,,False,2022-10-27 13:00:33.102000,,2022-04-21 14:13:37.757000,2022-04-21 14:14:49.444000,2022-04-21 14:17:08.584000,2022-04-21 16:43:22.718000,,,,,,,,,,59,Gemeente Stichtse Vecht,264,Stichtse Vecht,"STICHTSEVECHT00012, STICHTSEVECHT00084",4.94998499746544,52.150921510181,Purperreiger,2,3628 CM,Kockengen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,,,,,,,TMP-MRAE-37864015ed6e678b,,
4229,LV-6511,False,,False,2022-12-15 15:30:24.998000,,2022-04-21 14:33:11.310000,2022-04-21 14:34:14.932000,2022-05-12 15:17:19.744000,2022-05-12 15:17:21.350000,2022-07-01 09:03:52.015000,2022-07-11 14:58:41.923000,2022-07-01 09:03:56.038000,2022-07-12 07:27:13.907000,,,,,,26,Gemeente Haarlem,330,Haarlem,"HAARLEM01136, HAARLEM01322, HAARLEM01327, HAARLEM01361",4.63779352605343,52.3971339582664,Hogerwoerdstraat,2,2023 VC,Haarlem,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-07-14 00:00:00,2022-07-15 00:00:00,False,2022-07-11 00:00:00,,,TMP-MRAE-7e702e4d01b203d9,,
4230,LV-6512,False,"bezwaar op verzamelverkeersbesluit. Nieuw verkeersbesluit zal 22 februari bindend zijn.

mvg Sander",True,2023-01-17 08:54:12.967000,,2022-04-21 14:50:26.538000,2022-04-21 14:54:19.986000,2022-04-21 14:54:36.785000,2022-04-21 16:39:40.709000,2022-10-04 10:41:56.253000,2022-11-16 09:41:47.118000,,,,,,,,59,Gemeente Stichtse Vecht,264,Stichtse Vecht,"STICHTSEVECHT00015, STICHTSEVECHT00022, STICHTSEVECHT00107",5.00052019961913,52.1843961030812,Weerestein,1,3621 XR,Breukelen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-08-02 00:00:00,2022-09-13 00:00:00,True,2022-11-16 00:00:00,,,TMP-MRAE-2db4057ea690e6f8,,
4231,LV-6513,False,,False,2022-09-16 08:51:10.127000,,2022-04-21 16:51:29.382000,2022-04-25 09:20:25.022000,2022-04-25 09:32:37.781000,2022-04-25 13:23:47.122000,2022-05-16 09:27:42.858000,2022-06-09 14:23:11.476000,2022-06-30 09:13:58.253000,2022-07-07 14:48:41.991000,,,,,,45,Gemeente Medemblik,351,Medemblik,MEDEMBLIK00111DS,5.07513185260652,52.7191363765719,Korteling,4,1679 VH,Midwoud,False,<nil>,,False,False,2,2,0,vraaggestuurddata,,,,Conform data-gestuurd lijst,True,,True,,2022-05-19 00:00:00,2022-06-30 00:00:00,False,2022-06-09 00:00:00,,,TMP-MRAE-3fd44497a5d73b65,,
4232,LV-6514,False,,False,2023-03-16 09:10:00.375000,,2022-04-22 08:04:50.388000,2022-04-22 08:12:08.643000,2022-04-22 08:12:19.110000,2022-04-26 05:52:43.179000,2022-06-27 11:01:42.775000,2022-06-29 12:27:07.394000,2022-08-12 07:13:45.635000,2022-08-18 07:49:58.682000,2023-03-16 07:03:05.601000,,,,,3,Gemeente Almere,165,Almere,ALMERE01297,5.15976279973984,52.3544924233463,Mazustraat,36,1363 RE,Almere,True,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-06-30 00:00:00,2022-08-11 00:00:00,False,2022-06-29 00:00:00,2023-03-31 00:00:00,,TMP-MRAE-836e7e3175ffb126,,
4233,LV-6515,False,,False,2022-12-20 10:24:46.751000,,2022-04-22 14:03:04.092000,2022-04-22 14:05:21.874000,2022-04-25 09:47:18.072000,2022-04-25 13:22:25.447000,2022-06-22 15:23:32.074000,2022-06-27 13:33:38.008000,2022-08-30 12:35:43.332000,2022-09-01 11:03:36.501000,2022-10-04 14:02:06.193000,2022-10-06 15:16:32.815000,2022-10-05 11:52:59.876000,2022-12-20 10:24:46.751000,2022-10-07 10:16:44.057000,2,Gemeente Alkmaar,311,Alkmaar,ALKMAAR00521,4.73661012947559,52.636799291465,Van Teylingenstraat,8,1815 CL,Alkmaar,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,,,2022-06-24 00:00:00,2022-08-11 00:00:00,False,2022-06-27 00:00:00,2022-10-05 00:00:00,2022-10-05 00:00:00,TNLP007596,,2022-10-05 00:00:00
4234,LV-6516,False,,False,2023-03-17 09:10:52.104000,,2022-04-25 08:15:04.302000,2022-04-25 08:16:24.273000,2022-04-25 08:16:43.824000,2022-04-25 13:53:30.727000,2022-09-29 11:43:38.330000,2022-10-24 12:21:45.475000,2022-11-22 11:36:30.721000,2022-11-22 11:57:06.886000,2023-03-16 13:12:59.702000,,,,,59,Gemeente Stichtse Vecht,264,Stichtse Vecht,STICHTSEVECHT00008,5.03335326912747,52.1339752364579,Antilopespoor,1,3605 CA,Maarssen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-09-12 00:00:00,2022-10-24 00:00:00,False,2022-10-24 00:00:00,2023-04-05 00:00:00,,TMP-MRAE-32dba9e4b76d25ec,,
4235,LV-6517,False,,False,2023-01-31 09:14:24.297000,,2022-04-25 08:34:13.750000,2022-04-25 08:35:13.430000,2022-04-25 08:35:34.951000,2022-04-25 13:56:57.280000,2022-09-29 11:59:34.192000,2022-10-24 12:16:46.354000,2022-11-22 11:35:47.885000,2022-11-22 11:54:27.815000,,,,,,59,Gemeente Stichtse Vecht,264,Stichtse Vecht,STICHTSEVECHT00011,5.04456900056994,52.1463557560105,Dr. Arienslaan,186,3601 GG,Maarssen,False,<nil>,,False,False,2,2,0,vraaggestuurdverzoek,,,,,True,,True,,2022-09-12 00:00:00,2022-10-24 00:00:00,False,2022-10-24 00:00:00,,,TMP-MRAE-e344b9f8dd6850bd,,
